age gender z1 z2 z3 y
25.5884908966254 0 1 1 0 0
57.2004729742184 0 1 1 1 0
29.6432906086557 0 1 0 1 0
45.0827956874855 1 1 0 0 0
53.8045470311772 0 1 1 1 0
69.6327379019931 1 1 1 0 0
47.3017110035289 0 1 1 0 0
46.7957285966258 1 1 1 1 1
32.8049050690606 0 0 0 0 1
58.9669425028842 0 1 1 1 0
45.4252970148809 1 0 1 1 0
48.0026402696967 0 1 0 0 0
34.3395300977863 1 1 1 0 0
35.2896164229605 0 1 0 0 1
51.8070398340933 1 1 1 1 0
50.8692489226814 1 0 1 0 1
28.4678971127141 0 1 0 1 1
26.5993260813411 0 1 1 0 0
53.9257971488405 1 1 0 1 0
66.7876839835662 0 1 0 0 0
51.9141590059735 0 1 1 0 0
50.2405336603988 0 1 0 0 1
48.6712475761306 0 1 0 1 0
69.3292850744911 1 0 1 0 0
47.8438820049632 1 1 0 0 0
55.7254635402933 1 1 0 1 0
52.069354794221 0 1 1 0 0
35.7490904990118 1 0 1 0 1
36.6174667002633 0 1 0 0 1
57.8189330513123 1 1 1 0 0
45.3656874131411 0 1 0 0 0
32.8807045787107 0 1 1 1 0
58.6014221329242 1 1 0 0 1
29.7244438179769 1 0 1 1 0
63.9045227062888 1 1 1 0 0
52.6590237254277 1 0 1 0 1
50.0721792480908 1 1 0 0 1
39.7949793573935 0 1 0 0 0
45.3909150452819 0 0 0 0 1
47.5198437680956 1 0 1 0 1
33.1389862508513 0 1 1 0 0
48.8333771261387 0 1 0 1 0
28.3874085568823 1 1 1 0 0
37.4990169692319 1 1 0 0 1
34.5714783656877 1 1 0 0 1
37.8155716438778 0 1 0 1 0
65.2792346326169 1 1 0 1 0
45.080589549616 0 1 1 0 0
60.0993200403173 1 1 0 0 1
64.6278565691318 0 0 1 1 0
43.590589427622 1 1 1 1 1
27.871381622972 1 0 0 0 1
40.0969371257816 0 1 1 0 1
57.5676675979048 0 1 1 0 0
40.1926900073886 1 1 0 0 0
53.3686355117243 1 0 1 0 0
62.8276549302973 1 1 1 0 1
63.5259249119554 1 1 1 1 0
42.611167646246 1 1 0 0 1
42.1222248522099 1 1 1 0 1
65.2950441697612 0 1 1 0 0
53.9942093309946 0 1 0 1 0
58.3485391922295 0 1 1 0 0
52.2386550938245 0 1 0 0 1
65.6386725173797 0 1 0 1 0
38.2178569794632 1 1 1 1 0
33.6067049449775 1 1 1 1 0
64.8902924486902 0 1 0 1 0
47.6502768578939 1 1 1 0 0
64.4675894360989 1 0 1 0 1
33.5137130098883 1 1 1 1 1
59.1146373574156 0 1 0 0 0
57.6024501700886 0 1 1 0 0
67.4676168232691 0 1 0 0 0
49.6440964157227 1 1 1 0 0
57.0284740475472 0 1 1 0 1
42.500729492167 1 0 1 1 0
29.5392906782217 1 1 1 1 0
66.7285939864814 1 1 0 1 0
37.7454625139944 0 1 1 1 0
51.5757921466138 1 0 0 0 0
29.9662272224668 1 0 0 0 1
62.8228164452594 0 1 1 1 0
39.3083657999523 1 1 1 1 0
60.2283101645298 0 1 0 0 0
37.0378693309613 1 1 1 0 0
34.8390378197655 1 1 1 1 0
48.2558576378506 1 0 1 0 0
37.102776641259 1 1 0 0 0
33.1525747303385 1 1 0 1 0
48.3359261869919 0 0 0 0 1
50.3252321109176 0 1 0 0 0
30.8120584511198 1 0 1 0 1
36.5365421806928 1 1 0 0 1
57.3070874193218 1 1 0 0 1
68.2634471391793 1 1 0 1 0
29.5063380955253 0 1 0 1 0
59.3450210278388 0 1 0 0 1
67.6584859599825 1 1 0 0 1
61.838560977485 0 1 0 0 1
38.873154881876 0 0 1 1 0
54.2310757224914 0 0 0 0 1
67.9009953001514 0 1 0 0 0
67.9179692512844 0 1 0 1 0
40.2990641538054 1 1 1 0 0
36.8113349552732 0 1 1 0 0
32.445426993072 1 1 0 0 0
39.4975625479128 1 1 1 1 0
47.9556342947762 1 0 1 0 1
66.5785812109243 0 1 0 1 0
47.9931864258833 1 1 0 0 0
36.5929567371495 0 1 0 1 0
27.0907399128191 1 1 1 0 1
43.8035316253081 0 0 1 0 1
63.4300676023122 0 1 1 1 0
40.6253804976586 1 1 1 1 0
30.9149044239894 1 1 0 0 0
41.8519089045003 1 1 0 0 1
53.4139102778863 0 1 1 0 0
42.5535520154517 1 1 0 0 1
56.0332531959284 0 0 1 1 0
56.0236035613343 0 1 1 0 0
49.9705280421767 1 1 1 0 1
44.3330983503256 0 1 0 0 1
45.3724028263241 0 1 0 1 0
38.7899466499221 0 1 1 0 0
51.0259274800774 1 1 1 0 1
65.9666636912152 1 1 1 0 0
31.4171836955938 0 1 0 0 1
43.6771431390662 0 0 0 0 0
34.4916587800253 0 0 0 0 1
44.2937666887883 0 0 0 0 0
30.9710488840938 1 1 1 0 0
45.7043400639668 0 1 0 1 1
67.4330676661339 1 1 0 1 0
59.2888237722218 0 1 1 0 0
66.9809422979597 1 1 1 1 1
46.1805323907174 1 1 1 0 1
52.1614630462136 0 0 0 0 1
46.8245356262196 0 1 1 0 0
29.8962842428591 0 1 0 0 0
36.1477074841969 0 1 1 0 1
47.4331538821571 0 1 0 0 1
41.7790018639062 1 0 0 0 1
67.0611116604414 0 1 1 1 0
48.5793735040352 1 1 0 1 0
39.2715102259535 0 1 0 0 1
37.5084713264368 1 1 1 0 0
60.4393228481058 0 1 1 0 0
56.610813064035 0 1 0 0 1
32.4262437399011 0 1 1 0 1
27.900589244673 1 1 1 0 0
58.9617529732641 1 0 1 1 0
52.9184514866211 1 1 1 0 1
32.6309545000549 1 1 0 1 0
27.7996323537081 0 1 1 1 0
29.9063170875888 1 1 0 1 0
42.1772358275484 0 1 0 0 1
32.6189911563415 1 0 0 0 1
38.4393643925432 1 1 1 0 0
33.6494290770497 0 1 0 1 0
36.5726509585511 0 1 0 1 1
33.1554320268333 1 0 0 0 1
46.4791169355158 0 1 1 0 0
59.6831669297535 1 0 0 1 1
26.2504205084406 1 1 1 1 0
48.7289849645458 1 1 0 1 0
64.6143581008073 1 1 0 1 0
41.7878517392091 0 1 0 0 0
27.1581609244458 1 1 1 0 0
31.2382711027749 0 1 0 1 1
39.4671454175841 1 1 0 1 1
31.9674225093331 0 1 0 0 1
30.9502677468117 0 1 1 1 0
34.9587667477317 0 1 1 0 0
35.1871358277276 0 1 0 0 0
30.9137440228369 0 0 1 0 1
69.1703557141591 1 0 0 0 1
39.7156177065335 0 1 1 0 0
47.8122773685027 1 1 1 0 1
55.6649131642189 1 1 0 0 1
29.4626096438151 0 1 0 1 0
30.35061512026 1 1 0 0 0
27.2697846777737 1 1 0 0 0
66.8164263886865 0 1 0 1 0
55.3170504781883 1 1 0 0 0
29.2686034960207 0 1 0 1 0
47.1668254362885 1 1 1 0 0
45.7698328292463 1 0 1 1 0
41.8847438890953 0 0 1 1 0
69.5994648791384 1 1 0 0 0
32.9357821168378 0 1 0 0 1
61.6045843833126 1 1 1 1 0
28.0800986709073 0 1 1 0 0
43.0202386039309 0 1 0 1 0
31.3514946575742 0 1 0 0 1
33.6989438079763 0 1 0 0 1
62.8608272550628 0 1 1 0 1
57.3961294768378 1 1 0 0 0
37.0245437393896 0 1 1 0 0
47.2750740172341 1 1 0 0 1
28.7401254021097 1 1 1 0 0
40.9247908275574 1 1 1 0 0
68.6143962410279 0 1 0 0 1
53.1121385353617 1 1 1 1 0
54.9078212387394 0 1 1 0 1
39.0620345424395 1 1 1 1 0
43.2560325728264 1 0 0 1 0
69.8234817187767 1 1 1 0 0
63.4787060366943 1 1 0 0 1
67.9096778202802 0 1 1 0 1
61.5537291555665 0 1 1 0 1
60.1981952122878 0 1 0 1 1
37.0545158011373 0 1 1 0 0
59.2968188296072 1 0 1 1 0
69.3840215110686 1 1 0 0 1
38.2122497062664 1 0 1 0 1
42.9707998130471 1 1 0 1 0
61.5459185733926 1 1 1 0 0
28.47182511352 0 1 1 0 1
41.3663564436138 1 1 0 1 0
44.9166610231623 0 1 1 0 1
32.0521359634586 1 0 1 0 1
51.1992371582892 1 0 1 0 0
68.6572980484925 1 1 0 1 0
69.5274925045669 1 1 1 0 1
32.9403416416608 0 1 1 0 0
49.3958690983709 0 0 1 0 1
42.293675141409 0 1 1 1 0
55.4273822868709 0 1 1 1 1
37.118220088305 0 1 0 1 0
46.1162924056407 0 1 0 1 1
32.731003704248 1 1 0 1 0
41.6135258076247 1 1 1 1 1
57.6432372652926 0 1 0 1 0
46.8767096940428 1 1 0 1 0
27.8711110027507 1 1 0 1 1
60.3045803494751 0 1 0 0 1
43.824473611312 1 1 1 1 0
69.1458138159942 0 1 0 1 0
37.7297780138906 0 1 1 0 0
63.15469672787 0 1 1 0 0
28.7007653887849 1 1 1 1 0
64.8906437761616 0 1 1 0 0
46.2368828884792 0 0 1 0 0
29.9095433554612 0 0 1 1 0
39.9975093035027 0 0 0 0 1
62.68374561565 1 1 1 0 1
37.4582428764552 0 1 1 0 0
51.4165813638829 0 1 0 0 0
62.6529521378689 0 1 0 1 0
28.2019310793839 0 1 0 0 1
56.6250434506219 1 1 0 1 0
56.4471041748766 1 1 1 1 1
45.8783071453217 0 1 1 1 0
44.6618999703787 0 1 1 1 0
50.2979554492049 1 1 1 0 1
66.7817451851442 1 1 1 1 1
35.3709886409342 0 1 1 0 0
34.9816189485136 0 0 0 0 1
43.9097151986789 0 1 0 0 1
40.0084362563211 0 0 0 1 1
63.9163397648372 0 0 0 1 0
32.9737541079521 1 1 0 0 0
47.1993427886628 1 1 1 0 0
44.3371015053708 0 0 0 1 0
50.3918729349971 1 1 1 1 0
54.5273041981272 1 1 1 0 0
69.0349328250159 1 1 0 1 0
35.4472516803071 0 1 1 0 0
35.8365218271501 1 1 0 1 0
60.8576237794477 1 1 1 1 0
62.4252271756995 1 0 0 0 1
30.1078467897605 1 1 0 0 1
68.3490407350473 0 1 0 0 1
31.6295304847881 0 1 1 0 0
31.4632124244235 0 1 0 1 1
66.6353470843751 0 1 1 0 1
47.8166021162178 0 0 0 0 1
31.9682957674377 0 1 1 0 0
40.6735923455562 0 1 1 0 0
54.6919461607467 1 1 0 0 1
39.0297568496317 0 0 0 0 0
40.8208034175914 0 1 1 0 0
31.65305681061 0 1 0 0 0
54.6494924079161 1 1 1 0 0
33.3281484025065 1 1 0 0 1
67.9470161604695 0 0 0 1 0
65.4031821410172 0 1 1 1 0
67.4663674482144 0 1 1 0 0
57.5660838058684 0 0 0 0 1
41.6660679667257 0 1 1 0 0
60.1457893115003 0 1 1 1 0
25.5017278890591 0 1 0 1 0
67.3138920485508 0 1 0 0 0
69.7187151794787 1 1 1 1 0
41.0832585336175 1 1 0 1 0
58.6435778567102 1 1 1 0 1
60.6809060717933 0 1 0 1 0
56.7636552872136 0 1 1 0 1
46.4121267432347 0 1 0 0 0
47.2594536701217 0 0 0 1 0
38.8623601954896 1 1 1 1 0
56.2755510816351 1 0 0 1 1
62.025698752841 1 1 0 1 0
44.5622938335873 0 0 0 0 1
48.1629693764262 1 1 1 1 0
54.8354935448151 1 0 0 1 0
31.4424963935744 0 1 1 1 1
40.5019327183254 1 1 0 0 0
43.2593612046912 1 1 0 0 0
28.8389952620491 1 1 1 0 0
66.9657367712352 0 1 1 0 0
62.7272830018774 1 1 0 1 0
64.5744983269833 0 0 1 0 0
67.1070610440802 1 1 0 1 1
28.2607285061385 1 0 0 1 1
42.044174822513 0 1 1 1 0
49.2039215250406 0 1 1 0 0
29.7272562398575 1 0 0 0 0
61.0759467503522 1 1 1 1 0
58.2838785613421 1 1 1 1 0
27.3467056022491 0 0 0 0 1
46.6976307937875 1 0 0 1 0
66.4233028294984 0 1 0 1 0
26.868779300712 0 1 1 0 0
38.2296309550293 1 1 1 0 1
47.5382719270419 0 1 1 1 0
52.4387020792346 0 1 0 0 0
36.8912072316743 0 0 0 0 1
44.0394374297466 0 1 0 1 0
41.4953627344221 1 1 0 0 1
67.412739507854 1 1 1 1 1
30.5675604310818 1 1 0 1 1
28.1514705659356 1 1 0 0 0
68.3942667080555 0 1 0 1 0
44.9129548703786 0 1 0 1 0
41.662257113494 1 1 1 0 1
32.6609611057211 1 1 0 1 0
27.4385693226941 1 0 1 0 0
54.6022631181404 0 1 0 0 0
51.0172862512991 1 1 1 1 0
69.4195793778636 0 1 0 1 0
52.1706580673344 0 1 1 0 0
27.9227463447023 0 1 0 0 0
32.2949086839799 0 1 1 0 0
46.392906421097 0 1 0 0 0
25.0869775633328 0 0 1 1 0
44.8656614380889 1 1 1 0 0
36.7418381758034 0 1 0 1 0
67.2286185470875 0 1 1 0 1
57.2124977677595 0 1 1 0 0
32.3388465261087 1 0 0 1 0
46.4284608303569 1 1 1 0 1
56.061552533647 1 1 1 0 0
45.7402830792125 1 1 1 1 0
67.9816032247618 1 0 1 0 1
57.0643055101391 0 0 0 0 0
42.8716569964308 1 1 0 0 0
30.2974275441375 0 1 0 1 0
35.8052322873846 0 1 0 0 0
63.8633754930925 0 0 1 0 1
44.6189380751457 1 1 0 0 1
47.4040623393375 1 1 1 0 1
56.1367452458944 1 1 1 0 0
59.214097680524 0 1 0 0 0
31.9930550188292 0 1 1 0 0
63.2255691871978 1 1 0 1 0
67.6068018563092 0 1 0 0 0
51.478863566881 0 0 1 0 0
47.6012866874225 0 1 0 1 0
33.5400962969288 1 1 1 0 1
25.0826586200856 0 1 1 0 0
64.4910128007177 1 1 1 0 1
31.0350102023222 1 0 1 1 1
26.0233550867997 0 1 0 0 1
67.2611517726909 0 1 0 0 1
38.182692527771 1 0 0 1 0
32.394695848925 0 1 1 0 0
42.9596150119323 0 1 0 0 0
45.6808935443405 1 1 1 1 0
44.531388184987 1 0 0 0 1
48.2654421869665 0 0 0 1 0
63.0810588691384 0 0 0 0 1
27.4823928880505 0 1 0 0 1
