email hour length mispelings flags
good 6.96094708330929 41.3082977525841 2 foreign
good 22.2074257750064 124.155082966035 10 foreign
good 13.0979573149234 14.2649207354318 1 urgency
spam 2.7948702480644 32.2817961977445 7 isolation
good 0.0625674370676279 41.4648689520806 3 links
good 5.22008497081697 96.5593017742781 8 urgency
spam 0.723651068285108 26.7697867161827 1 isolation
spam 3.99072237499058 71.5499633122556 10 links
spam 18.7592238094658 25.5240574283428 6 foreign
spam 2.47667472995818 48.1940588551192 2 links
good 2.99063724093139 12.0890357672368 3 links
spam 1.06271993368864 43.6939401384538 9 isolation
good 9.1622066013515 15.7047013842415 10 foreign
spam 23.1457067169249 55.5300599893787 0 urgency
spam 14.6433263830841 57.1938621492319 1 isolation
good 4.93384359776974 11.7686230344658 4 isolation
spam 2.97592568770051 63.4269058546515 2 links
good 9.3445902094245 37.9640699044862 5 foreign
spam 5.18794249556959 20.3032981507922 6 isolation
good 15.6872857119888 30.5435701963813 7 foreign
spam 20.897279927507 54.869575391619 7 links
spam 13.8799167629331 6.51815483264755 6 foreign
spam 17.587530484423 67.307666948274 8 foreign
good 11.8160943388939 21.7261414345309 9 urgency
spam 4.02927463687956 27.6679665393861 7 links
spam 6.63176264427602 60.2332120991283 8 links
spam 20.6579098943621 60.7937399274539 6 urgency
spam 10.0480973683298 32.9084816984206 3 urgency
good 9.81607940420508 8.51247927356036 10 isolation
attack 22.8200540989637 27.6282903208348 2 isolation
good 13.7239582613111 98.9129442335358 4 links
good 9.68772181682289 12.6227119579899 8 isolation
spam 19.9299349598587 38.0290868623683 4 foreign
good 5.9881334323436 8.08840863416987 2 isolation
good 4.29534691013396 45.6327137872566 0 isolation
spam 1.53639512322843 12.0886405413637 2 foreign
good 12.2302428614348 26.7457195614581 0 links
spam 8.19162113405764 11.1154755354624 10 foreign
good 1.58719106577337 75.4407886963728 1 foreign
attack 1.31895438395441 55.5834512807456 3 urgency
good 9.78630635887384 55.7530200250852 10 urgency
spam 10.8025233093649 72.1853037317259 0 links
spam 21.781887665391 11.4635685024078 10 links
spam 22.1924684029073 17.3935860743182 0 isolation
good 8.27156378701329 24.8614440106049 5 foreign
spam 4.66961710900068 32.5073257880867 4 foreign
spam 15.417390178889 7.57987341440991 6 isolation
spam 15.813799303025 52.5691524905437 4 isolation
spam 11.913136286661 3.30754580549207 7 urgency
spam 15.3287679590285 9.4559041582615 3 links
attack 18.2544116713107 17.8590462245114 6 links
spam 23.5082889385521 96.3016025582481 6 foreign
good 1.46053660847247 27.1845993770927 9 isolation
good 23.1355950459838 81.5716229004946 7 isolation
good 17.2996091768146 8.14860799584397 4 isolation
good 11.9792437087744 15.7450136278411 2 isolation
attack 0.841391360387206 28.0711709111127 2 foreign
spam 10.0873198695481 45.2524832245848 0 links
good 4.97964324429631 93.1036471322692 7 urgency
good 2.84341627545655 71.6959822178946 0 foreign
spam 18.0279723443091 127.988015707767 8 urgency
good 16.0067388117313 24.1636661992348 2 links
spam 6.77376448921859 2.8633108730852 4 foreign
good 4.37460489012301 31.1467828739753 8 urgency
spam 2.19245969317853 72.5067687852357 5 urgency
good 20.2566236313432 67.3767136953827 1 links
spam 11.5042586624622 21.471209788478 2 links
good 12.9127897862345 12.0499630171198 10 foreign
good 9.79983246512711 51.9111611188531 8 foreign
spam 15.1390610318631 161.961744755395 6 foreign
spam 19.2885717060417 52.3528906498791 2 foreign
good 21.3276079986244 17.5618980173333 6 links
attack 9.04572036489844 46.0425870370431 7 isolation
spam 15.1788519099355 20.7709293300171 3 isolation
attack 22.8527138270438 25.1130699180382 5 foreign
good 1.75636177137494 41.6470466226099 7 isolation
good 6.62687836401165 21.4653257824801 7 links
good 7.28191427886486 74.7779082729128 0 urgency
good 12.2119174282998 132.507712059827 10 foreign
good 9.77711801044643 10.0062607558989 6 isolation
spam 15.5242860149592 49.0551573837391 5 foreign
good 23.0300306640565 34.7312793287553 10 foreign
good 21.0914419926703 27.694307030824 9 foreign
spam 15.9743109662086 20.8383160399139 0 foreign
good 4.98614343255758 45.9390477238989 6 urgency
spam 20.5976601429284 18.4766464048051 5 urgency
spam 9.14719009771943 86.3041152896364 6 isolation
good 3.58917216025293 25.1957736354381 9 isolation
good 4.17575219459832 17.7060613581959 5 foreign
spam 6.07945186458528 4.88771241070877 7 links
good 7.24515859410167 64.7834035595841 2 isolation
spam 0.0394406709820032 14.4601627262924 4 foreign
spam 18.3391207773238 7.81668958940215 4 foreign
good 2.50160677917302 35.7064556831059 4 links
good 17.7375958487391 10.417089517829 6 links
attack 1.91776470467448 27.55214821502 1 urgency
spam 13.5581472571939 73.8642775566827 9 urgency
attack 5.0765193477273 12.0159825515957 0 urgency
spam 12.2327879201621 44.5606659997215 8 urgency
good 12.4681064430624 102.829528449783 9 urgency
spam 20.6408476196229 17.0466236483728 6 isolation
good 9.60418324917555 22.4828975674776 2 links
good 12.2576885707676 13.8256834596997 10 links
good 3.70536478422582 23.9460353149118 10 urgency
good 16.1091660261154 42.7994168327625 7 isolation
good 3.23405954986811 61.5065446550082 1 foreign
attack 4.32629846781492 20.4153846191796 6 urgency
good 5.84086659550667 29.9251584716431 10 urgency
good 12.2614614944905 0.785004607497124 2 links
spam 21.6585479602218 33.9343067653277 5 urgency
spam 15.9261458516121 79.7583330170845 6 links
good 10.2832428384572 38.3392049090167 7 urgency
good 23.9026953913271 122.037023070853 1 links
good 9.31237879581749 41.4673768194347 9 foreign
spam 15.0666277874261 52.6016936055007 5 foreign
spam 11.8433051872998 143.222842669866 8 isolation
spam 13.4860681369901 8.56664255310074 9 isolation
spam 16.7662739586085 83.0468089228991 6 links
spam 12.4395690690726 48.8982232177499 7 foreign
good 18.2098377496004 82.5070305008933 10 links
good 22.4753933139145 24.0969302887762 9 links
spam 7.40924610570073 33.8520321121553 3 links
spam 20.7981884535402 12.627650451726 6 foreign
good 15.138404706493 32.1500240138089 0 isolation
good 21.7604278754443 30.9062590255855 7 links
good 3.1429978273809 51.5687461526945 5 links
attack 23.0010028872639 18.0524677226602 1 isolation
good 4.20052169635892 44.262975317246 6 foreign
spam 0.360465863719583 45.6933074298342 8 urgency
spam 15.3937012944371 16.4180412132017 9 links
spam 22.3627274818718 33.7650446002973 8 links
good 19.3212451357394 10.8092821836494 3 isolation
spam 16.8677784707397 2.36651185187481 7 foreign
spam 10.6465728990734 104.787170807825 6 urgency
good 13.6688340771943 22.388572038014 2 urgency
spam 6.27677635475993 39.0069803126476 0 links
good 22.0407588947564 4.72268085310057 4 foreign
spam 13.8549130428582 40.6727319180063 4 urgency
attack 23.5429622456431 56.7735560147078 3 isolation
good 15.20890721865 42.8021806475142 8 foreign
attack 7.19790155813098 16.6135770287233 10 urgency
spam 3.59318282268941 52.9154125902959 5 links
good 19.9522840920836 6.77675104036243 1 urgency
spam 6.30858854949474 35.8417824662044 10 foreign
attack 18.7365775443614 31.4790101265208 7 urgency
attack 5.18329195305705 52.2278750417384 3 isolation
spam 12.5100124832243 46.462887382816 7 foreign
good 21.2335003372282 104.041853840192 9 urgency
good 20.4707958139479 9.15746902211803 3 foreign
spam 6.12603985145688 9.6581950767969 9 foreign
spam 9.98345919325948 15.5295812453117 3 urgency
good 23.8839217051864 11.8565614359532 5 urgency
good 10.3114192709327 33.4502632401654 9 links
attack 3.39086207002401 16.908575345991 2 isolation
good 9.29351082444191 115.67857649167 3 links
good 20.0931306537241 25.1003742216056 1 isolation
spam 17.6581204924732 60.6384451148577 2 urgency
good 14.3018570076674 41.5045622998055 9 urgency
spam 2.50860721617937 54.0447986161904 4 foreign
spam 8.73349454440176 37.9161505688606 5 urgency
spam 5.12242415361106 19.1010505874025 7 foreign
good 22.8337754197419 9.81420846987043 0 isolation
spam 9.01729205623269 22.9549739536404 9 links
spam 21.5926252696663 129.174625021865 1 links
spam 18.4336837213486 43.0349026363654 3 links
spam 6.54904027841985 40.9469570167651 2 urgency
good 2.99021301604807 75.3629176532534 7 links
attack 20.1439039651304 7.76768224680706 0 foreign
good 22.6232967674732 53.1542776741623 5 isolation
good 17.895106561482 50.3734315690442 5 links
spam 14.8332890868187 16.1084037749713 6 foreign
spam 6.7631621863693 11.5407948451413 0 isolation
good 22.0482955109328 34.7870892766842 8 urgency
spam 5.23507804423571 34.0293771486311 10 urgency
spam 10.7024661116302 23.2176796698243 10 links
good 17.4646250456572 14.8704694244017 9 urgency
spam 14.7073261141777 28.6606518342784 7 links
good 15.5881266854703 35.0468130803128 2 urgency
spam 18.5094196368009 38.5919627429379 9 urgency
good 9.03831998817623 7.30937436090612 4 isolation
attack 21.311786128208 53.2157573455363 9 urgency
good 8.54819139093161 11.555179737382 4 links
good 17.9733893796802 73.2790330854255 4 links
good 4.90680544450879 96.5047089981547 6 foreign
good 9.39731900766492 34.2478295015465 7 isolation
good 20.3091225419194 22.7867277947667 2 isolation
attack 4.16811910271645 61.2764324319718 8 isolation
spam 1.44032586179674 17.0400478198648 1 links
spam 9.2333578504622 11.9261705712153 1 foreign
good 2.5626389477402 51.7613963626334 7 links
spam 7.06725464947522 14.0641746241095 8 urgency
spam 5.10146776400506 106.561660756876 6 urgency
good 16.5759593658149 26.8425491157482 3 isolation
spam 7.75641780719161 11.4070040472804 7 foreign
good 8.1590540651232 35.4846422166345 6 isolation
spam 17.1756698247045 54.5901264539365 5 isolation
spam 21.0256830174476 74.5282752438198 9 links
spam 22.2603376898915 171.349046875897 8 isolation
good 14.2389446105808 70.3371034316349 10 links
good 16.7987628690898 5.76140970923963 6 foreign
good 17.9058446399868 32.8288707577421 2 urgency
good 0.499583004042506 41.379195840997 6 links
spam 19.9603853132576 108.366501631348 8 foreign
spam 3.25104485079646 119.400419017163 3 foreign
good 8.34712054766715 18.7176914996072 4 isolation
spam 1.6457560826093 48.1493595321037 3 isolation
good 17.2202544920146 24.5521252524865 2 foreign
spam 7.45238668844104 27.8802514465514 3 isolation
spam 18.3435575254261 16.441514846161 1 isolation
good 22.0151124335825 97.722294667916 2 isolation
good 16.976126762107 6.12358608377794 1 foreign
good 15.619277458638 6.78237084399497 4 isolation
good 23.8408610187471 116.800674027134 7 isolation
good 11.3836123924702 89.418383844005 7 foreign
spam 15.3240871634334 81.300475240038 10 links
spam 13.7188134603202 72.1707846071258 7 urgency
good 5.04112897440791 6.34894498786394 6 foreign
spam 12.0154729709029 40.2963189708911 8 urgency
good 9.99564065225422 33.1441493781419 7 isolation
spam 14.3408005144447 62.549512766591 5 links
spam 19.1933400928974 66.2277185099604 4 isolation
spam 5.29328561760485 28.0890287936015 7 foreign
good 10.2456904258579 8.27912373467713 9 isolation
good 21.0537371244282 16.1799816035653 7 links
spam 3.94097183458507 4.85947363644939 3 isolation
good 1.40041472576559 32.5489055880845 8 links
good 12.4639090877026 74.9304631632948 4 urgency
spam 7.89921045675874 23.2296470879449 3 urgency
spam 4.52478386834264 108.228750808638 7 urgency
spam 19.2856197170913 21.0339442554797 2 urgency
spam 18.2460421118885 16.0142937663216 5 isolation
attack 21.7859854772687 12.1870904711998 6 isolation
spam 13.9829665850848 37.2094867825502 2 isolation
good 16.5814652200788 48.2237458273311 5 foreign
attack 11.0743651092052 19.4974695138322 2 isolation
good 23.969176210463 23.3296643655471 9 links
spam 22.8741757795215 6.85323816223211 6 urgency
good 11.3333173971623 49.0994866331023 2 links
spam 3.70263287611306 19.8859630146281 9 urgency
spam 8.34587134793401 8.72489399048653 9 links
attack 6.45684982091188 2.39664877385951 0 links
spam 18.22461537458 68.551411665661 2 urgency
spam 15.0454037692398 23.1366060306772 5 urgency
spam 16.0706885252148 33.2191918010472 1 urgency
spam 20.735585572198 27.3010152154126 3 urgency
spam 15.0515600200742 2.72349736573257 7 isolation
good 15.6550212856382 131.953878123184 10 isolation
spam 9.7285527549684 46.4381871222116 4 isolation
good 18.5017906296998 167.990299741111 7 links
spam 3.45652212202549 61.573763640905 10 links
attack 17.9220413379371 35.9750549771652 2 urgency
good 12.3592597693205 71.1936849517308 3 links
good 8.09648570045829 43.3405662221675 1 isolation
good 6.23091483861208 17.7674408961809 2 links
good 13.4278618935496 48.2886205537458 2 links
good 14.7282340172678 4.7066192645297 6 isolation
spam 9.38122564740479 113.672700832406 7 isolation
spam 6.8175036907196 81.2354970181422 4 foreign
good 22.5113052427769 49.5759294691625 5 links
spam 19.4597074259073 71.350070561756 7 isolation
spam 3.98792253434658 54.9620983464853 5 foreign
good 19.5556377209723 70.598193893356 4 isolation
spam 0.893041988834739 5.15259545541318 6 links
spam 5.53515967167914 72.4661095294169 5 isolation
spam 15.4314499106258 47.7953737562797 5 isolation
good 14.2150094937533 90.3890107738441 9 foreign
good 15.9012782927603 82.4312131904678 3 links
spam 11.9211777392775 6.38679402432125 1 isolation
good 14.7037781886756 50.2182186267848 6 isolation
spam 21.7118299920112 101.872076614687 9 urgency
good 6.22093753516674 44.6973993002428 1 urgency
good 3.23802695609629 14.0122240015207 6 foreign
good 1.77518486045301 33.0050702399791 9 links
good 12.0030152890831 12.4810181737384 3 links
good 18.9867960680276 71.6498702722531 8 isolation
spam 0.144274089485407 82.3025418666984 7 isolation
good 10.3814885169268 11.950624997843 5 links
spam 1.90275534242392 60.83309433347 1 isolation
spam 2.43533570319414 115.910510382111 7 foreign
attack 8.6009786836803 35.1917070585351 4 links
attack 10.1462773159146 51.8766830967575 2 urgency
good 5.65340762212873 73.0681041473028 10 urgency
good 15.4509080685675 21.196549447561 1 isolation
spam 4.67897835373878 44.7288665301301 1 foreign
spam 3.25684575363994 78.4362569775486 0 urgency
attack 8.3219602368772 21.3810081869251 7 urgency
spam 23.0441054664552 40.4482618949422 10 foreign
good 0.227927466854453 29.3178482064987 6 foreign
attack 11.2864112444222 39.2076218955557 4 urgency
spam 12.0260024964809 18.5775588447701 8 isolation
spam 14.5366634465754 34.4071935250701 2 foreign
good 5.6438384950161 60.3707361979088 2 isolation
spam 17.0795640908182 83.2769834033331 7 isolation
spam 17.5703362226486 34.4091170369796 0 foreign
spam 18.2345886938274 13.2761611876799 6 urgency
spam 23.3271108549088 115.70953504497 9 isolation
spam 6.81307165324688 32.3345282131992 6 urgency
spam 22.427785506472 16.8637843986834 3 isolation
spam 23.4079059362411 10.8281139537337 2 urgency
spam 23.819375121966 0.650997601139284 1 foreign
good 22.0000351276249 19.5592544370015 5 isolation
attack 23.1388693414629 3.49516612748093 7 links
spam 20.3885178007185 32.140369085764 3 isolation
good 18.3330411259085 73.9743500260824 5 foreign
good 5.18734955973923 39.1881472475177 3 isolation
good 2.51282543130219 26.7168841175425 6 links
spam 22.8114474602044 37.5553791523552 0 isolation
good 18.309744855389 73.7237015543922 6 links
spam 19.4691208228469 116.705697122383 9 urgency
spam 7.3358565531671 21.8467410461283 7 urgency
spam 13.2117978762835 4.17668380333788 9 urgency
attack 6.09293493255973 14.2453586783647 5 foreign
spam 0.943756051361561 194.242215022268 5 links
spam 0.0524395611137152 58.6881184843175 5 links
spam 3.38525916449726 47.4800661134477 5 isolation
spam 10.7650929428637 56.6608480776786 10 links
spam 2.44264984130859 107.577045322002 0 urgency
good 17.1582867074758 7.17205347464205 6 links
spam 10.6537402253598 61.0838484135304 3 links
good 9.52036706730723 39.1500907876811 10 links
spam 22.1157308723778 4.65494121610363 7 links
spam 23.3562653549016 5.61268800457775 8 foreign
spam 1.10398058965802 33.7336431017009 3 urgency
good 6.08799076080322 48.5309087166703 10 links
spam 10.6182986553758 61.4773680076808 7 isolation
good 0.934216685593128 18.7099421468072 3 foreign
good 10.650904096663 81.805342986452 8 links
spam 4.13201840221882 31.4178579764673 7 foreign
good 20.5267034880817 28.1235836605524 6 urgency
spam 16.4902368038893 52.9634059024161 8 links
good 10.9068290814757 40.6357542855979 0 urgency
spam 15.3214707300067 48.1454060223525 1 links
spam 20.9989573862404 112.094545833921 0 links
good 3.28991631232202 85.1329272774486 5 isolation
good 16.4223722051829 15.0737950351314 0 links
spam 7.66923897899687 57.7489597456375 10 isolation
spam 19.7388500031084 17.5786302056525 10 urgency
good 1.51389653049409 104.75773453333 5 urgency
spam 23.3627661410719 19.9247043083962 7 links
spam 3.50004146620631 42.3561898076691 5 isolation
good 20.9389343708754 285.309338504077 6 links
spam 19.2750100828707 57.124463576729 10 links
spam 13.7997003905475 20.2516441090141 10 links
spam 6.56273667141795 80.9373777214272 4 isolation
spam 3.04665384069085 1.71365046246266 0 isolation
good 17.4111998565495 22.5320622639011 7 links
spam 10.9422624986619 36.6204030460018 5 links
good 6.35369419120252 64.1136152710702 9 isolation
good 7.97683740779757 14.9967246311723 6 foreign
good 12.5524452924728 33.7048483855961 2 urgency
spam 21.7129667401314 31.4665282860713 10 links
spam 14.204819329083 93.0225362389623 0 foreign
spam 14.4840695299208 14.547027286305 2 foreign
good 0.4416424613446 66.2495581840353 8 links
attack 5.95676513202488 67.1479431474687 2 links
good 23.6320916321129 76.7743353780575 1 isolation
good 21.0108903720975 54.4694951449939 10 links
good 20.2135285902768 33.2518893262807 8 isolation
attack 21.9589949771762 17.7483030789228 9 urgency
spam 14.2819246966392 15.9329799816752 1 isolation
good 22.7462065145373 56.9354682785651 0 foreign
spam 16.6331020519137 78.5470985949187 8 urgency
good 15.2923381906003 9.44701454358272 8 isolation
good 1.93616687133908 11.4538965537685 9 isolation
good 9.74959655664861 328.260744827402 10 links
spam 13.7154702320695 30.5826083496828 1 isolation
good 4.80233096145093 13.0080271445953 6 urgency
spam 8.37833500653505 14.250240406444 0 foreign
good 4.06474573351443 18.6796915958013 1 urgency
good 19.8666876386851 22.933665863465 3 urgency
spam 14.4820660874248 38.5853505528094 4 urgency
spam 1.17832036502659 11.2189183244624 3 links
spam 23.6169244553894 9.77693213108474 8 isolation
spam 11.0064749680459 23.5022957846648 6 foreign
spam 10.1704183593392 31.9272278268126 5 links
spam 0.891628453508019 32.4955231289869 2 links
good 21.5549003183842 39.1219337566853 5 links
spam 2.73973131738603 18.8143754567973 10 links
good 20.7466214373708 22.2595871997591 7 links
good 11.693153232336 42.4738635371009 1 isolation
good 11.3501969855279 58.0802645391905 8 links
good 15.4152089562267 39.7152385317536 2 links
good 21.6456478144974 5.10880800559678 5 links
good 12.1970375943929 29.4249189366394 10 urgency
spam 3.2636302895844 79.7430724838103 8 foreign
good 14.4541575629264 75.0150753007995 9 urgency
spam 12.80096308887 74.3312077518985 1 urgency
spam 22.185886759311 105.718696946641 7 links
spam 12.9941754732281 48.5102142601902 10 urgency
good 7.16448911838233 64.5631458085827 9 isolation
good 15.2852502353489 4.655439942837 2 foreign
spam 23.1602393947542 121.117533212107 1 isolation
spam 17.3415959849954 60.2675084761251 2 foreign
spam 5.95773698575795 96.3370885161978 3 urgency
spam 4.25117163173854 109.797178023182 3 foreign
good 15.3540509138256 51.2266294465073 8 isolation
good 16.5018951091915 1.01164569013283 10 links
spam 16.6974629759789 32.832376659289 10 isolation
good 1.09020406007767 10.2890028895962 6 links
spam 23.7003081198782 99.0946404584931 7 urgency
good 15.1037990581244 41.2877819533558 1 links
good 10.0489805918187 7.022895972597 5 foreign
good 2.24194450490177 13.6319054886624 7 links
spam 5.39630066044629 13.9377718004497 4 foreign
attack 22.9536631498486 23.0642726503702 2 urgency
spam 0.561214914545417 31.4646625969796 5 isolation
good 14.0543984994292 8.21057239459663 4 links
good 6.68524784781039 40.1486532268874 1 isolation
spam 1.78933244012296 14.4065180514998 3 foreign
spam 17.2415826302022 4.57969188532546 3 urgency
good 16.5043667536229 86.8475734472823 6 urgency
good 13.6317748390138 103.404587348504 3 isolation
spam 17.4192523453385 88.6553788950418 8 isolation
spam 14.8421881590039 37.4527179404452 7 urgency
spam 2.94758004695177 10.2316677212242 2 links
good 18.5011510848999 39.3478006517669 3 urgency
spam 1.15526899695396 47.5050324740995 2 foreign
good 22.5052626170218 1.88480710246342 7 links
spam 0.934451417997479 9.1821917821687 8 isolation
good 14.5239017251879 19.4799608917904 6 urgency
attack 9.55613412335515 51.7383556077756 2 urgency
good 2.78282664902508 83.0919814654164 0 urgency
good 7.28331424668431 24.7506837594963 4 links
good 3.95199166238308 59.6287530571568 0 isolation
good 15.1059771012515 33.1127839183188 5 urgency
good 16.4851621259004 28.6356994583535 0 urgency
good 19.8816460557282 36.7792637949293 4 foreign
good 9.85340207442641 13.856657388938 9 foreign
spam 16.0647274050862 32.1931553982459 0 urgency
good 18.1932433303446 0.448687071198399 1 links
spam 20.6558211296797 23.7774355127734 3 foreign
spam 8.45758405141532 16.4194993391248 5 isolation
good 10.1571302656084 22.2083744594393 6 foreign
attack 1.41374614834785 25.653864677487 7 links
spam 22.8675968293101 3.56318953094783 7 isolation
spam 21.0448420699686 42.9499057861715 8 links
good 16.8122013229877 60.1832108292169 9 isolation
spam 14.7493591569364 17.6630498058179 2 links
spam 17.889973545447 70.9787467478021 10 links
spam 5.64608994685113 1.19700428757402 4 links
good 10.7296289596707 9.7016707667098 0 foreign
spam 6.39257753267884 21.2929730504047 1 links
spam 21.9482410345227 91.5347760746097 10 urgency
spam 8.48559827171266 28.2284724007299 10 links
good 11.0115109439939 81.4556254009198 6 isolation
spam 12.4520197268575 1.34059824028938 5 urgency
good 13.432559452951 13.5560919110358 3 foreign
good 17.6245661806315 3.62319916173893 8 urgency
good 3.42929384484887 38.2804226985568 3 urgency
good 14.417628346011 4.05180283691717 2 isolation
good 17.8836518973112 23.0096479262046 5 links
spam 1.68396249040961 82.042260409931 4 isolation
spam 6.36422065459192 55.6435099056161 7 isolation
good 23.3241366036236 76.9723355105214 3 isolation
attack 12.3396391533315 20.8917386806556 1 urgency
good 14.4879665337503 34.0523449621603 10 isolation
good 12.5172729436308 29.4764687473476 9 links
good 7.14449332281947 20.9685676584685 9 links
good 19.9719186499715 21.3561329682706 7 urgency
spam 11.9069373942912 29.8262127434244 2 foreign
spam 2.567411955446 52.3706088316179 2 isolation
