"tactic" "finances" "intelligence" "violence" "age"
"96" "Isolation" 2.00341338675644 93.9917687697423 84.2492632102221 53.3315472173384
"97" "Friend" 12.36609761914 98.7048775425428 52.4871930480003 26.8313891553436
"98" "Friend" 2.69867556225192 98.8887797863059 36.6330821299925 32.2465060897884
"99" "Strangers" 9.16049025347242 95.8360365801299 78.8697540061548 50.7587097154837
"100" "Isolation" 3.00299059693729 95.344949845201 79.6032873913646 42.1546159688271
"101" "Isolation" 1.93793496483044 95.3032501433896 63.7848802376539 36.6807363062401
"102" "Family" 0.40954008353168 98.2313289191173 11.1961990362033 40.6501447260131
"103" "Strangers" 3.64915337663236 99.2404120985416 98.3329384122044 35.9566586912171
"104" "Isolation" 1.30800372023928 95.4225123311313 64.3490548245609 61.8611284392803
"105" "Family" 1.23258401802 99.8325817740568 44.4563542027026 44.6005650865182
"106" "Friend" 8.90087117956591 95.9801557858216 3.41819424647838 35.5290360455291
"107" "Family" 2.73065112284706 99.4739638065444 19.9102591257542 31.3900500418566
"108" "Isolation" 3.84023921525783 96.2142090747674 74.228060268797 55.1294139425921
"109" "Isolation" 3.86658161929152 98.9289328093721 91.6476589161903 50.8629102288826
"110" "Family" 1.43441221739148 96.6895822806111 49.5640037348494 45.6913675360906
"111" "Isolation" 6.67619218800079 97.6635417894831 89.1636389307678 43.0381364376892
"112" "Friend" 3.76174915778849 99.4751356912462 18.0405654013157 43.1263498239493
"113" "Isolation" 6.77223411077698 97.1448614335996 66.4988664211705 53.8536204852715
"114" "Family" 2.51064711579469 99.454956416591 5.31098416540772 47.5962904448909
"115" "Family" 1.41349547143696 99.1894855862036 27.215637662448 27.9029928728438
"116" "Strangers" 1.32107100152008 97.7514342821065 59.6310869092122 37.6202595284402
"117" "Strangers" 10.1205768176213 96.7027469312695 95.5296569271013 29.2741015689079
"118" "Friend" 3.36527075277296 97.7049858938698 54.3822141364217 49.1718348888829
"119" "Friend" 3.45522835360784 96.4529988846616 11.0052794683725 40.066602946686
"120" "Isolation" 0.569592104708737 95.9425142038792 57.6446089893579 67.7352276929029
"121" "Family" 4.98516244459486 96.8062554905975 3.99370703380555 55.6695819354197
"122" "Family" 1.15152068537465 97.7975657039623 5.94656059984118 44.6979582198753
"123" "Family" 3.09031619379276 99.5800529920515 40.4557934962213 47.9901989061507
"124" "Family" 0.860690671981112 98.2932611290559 16.0490931710228 35.387878533126
"125" "Friend" 3.20554442860804 99.5142585175174 22.8542118100449 16.6410126936349
"126" "Strangers" 1.67419368585483 95.0494607559069 97.1218004822731 43.1864325543051
"127" "Family" 1.83050171196658 98.7880492923556 8.97346881683916 49.7482175034212
"128" "Friend" 4.31610791058896 98.4725412820715 16.4548188215122 56.9019728200414
"129" "Family" 1.50390007535807 99.0265236410113 13.2495708065107 44.9008041670908
"130" "Strangers" 1.21499432549751 95.5304621230861 77.1842443617061 35.9747751101303
"131" "Isolation" 1.61047534244843 99.3411970363009 91.7797663481906 42.9193727382144
"132" "Family" 1.27833273464061 98.7366217677483 5.40968112181872 42.3547812169819
"133" "Friend" 2.83743755492748 96.0425051304346 27.820055373013 26.5181279896977
"134" "Friend" 3.00399878965268 95.1069273626315 31.3971927855164 51.8896416021048
"135" "Family" 4.68453640166678 97.1472969790997 13.0536444019526 49.5690643978725
"136" "Isolation" 1.45510559618964 97.532705372309 92.7301031071693 38.1285931259022
"137" "Isolation" 3.44756771899341 96.7342540905357 58.892092294991 45.511783566583
"138" "Isolation" 1.18823957769814 99.2214745337331 90.4290060279891 54.8756184272845
"139" "Strangers" 2.26882071893367 99.6056801359239 95.5359886633232 26.8493702526474
"140" "Strangers" 4.29492268725341 97.086921031328 70.8904297091067 31.2117373770463
"141" "Family" 0.362887749376296 94.5144450916661 4.41067435313016 54.0333466936441
"142" "Isolation" 1.55986706296677 96.9151304501095 82.4433871079236 51.3254556511023
"143" "Strangers" 0.881560485724583 96.2182442463849 59.8484303336591 38.2577406120826
"144" "Family" 2.68122869268246 88.0904371689567 6.57588068861514 41.6467572764449
"145" "Friend" 6.77503072751443 99.1895924967827 26.948786363937 54.8294580138727
"146" "Friend" 8.85563227334341 98.1873174464796 17.1579885762185 52.5512812679445
"147" "Strangers" 4.87689788415485 96.3901951490282 66.7588859098032 33.009016279852
"148" "Family" 1.42172763669592 95.8061770507431 17.072226642631 34.2511760263644
"149" "Strangers" 4.09306512534933 95.6543567764346 97.190178791061 15.6133370609833
"150" "Family" 0.111326890772648 98.9974109963495 40.1649544946849 61.1264652805404
"151" "Family" 1.44947354521494 99.8702469078686 11.7844637017697 42.8046620789247
"152" "Strangers" 1.97699091518224 94.6107264246076 99.0900297416374 49.6748822329491
"153" "Family" 4.47616097040172 98.1457490388285 44.6311249397695 66.4051497604034
"154" "Strangers" 2.19971381884951 99.0996729582379 58.1543982960284 47.6215019652944
"155" "Friend" 9.12892603061903 97.2859364206666 52.5658268248662 44.9351872127199
"156" "Family" 2.43648807839921 98.3105794574985 14.2522328300402 49.7105561207389
"157" "Isolation" 2.33531132206002 98.8120315900782 90.7047522021458 48.7551191653065
"158" "Family" 0.982491182495038 99.6324540773882 4.82507005799562 55.7113884366844
"159" "Strangers" 6.33990659096949 99.4093887120081 82.861271686852 37.8105933245006
"160" "Isolation" 4.5041256262184 96.6156741222311 68.6351111158729 43.5881940928793
"161" "Strangers" 0.358897481746516 96.0495804297214 95.1575848739594 35.9861571665605
"162" "Friend" 3.18731835836911 98.9110200818388 11.483344133012 33.2452382905757
"163" "Isolation" 5.25147364166629 95.9285195706166 71.8965035164729 66.8679017072086
"164" "Isolation" 3.52228748165354 95.9787376892489 30.8090980863199 51.5606154002478
"165" "Family" 2.78115735197408 99.3348733013344 36.837841081433 39.0077266268623
"166" "Friend" 2.29918704101745 99.6179918878431 12.0429408969358 36.1905784579008
"167" "Strangers" 1.37928006010086 95.9393550958577 56.1326171969995 32.2377678510958
"168" "Isolation" 1.29112904780879 97.5586513844813 90.8570913597941 56.3454666772947
"169" "Isolation" 1.90792637689751 98.3751041545303 74.6594440890476 48.3833402865524
"170" "Strangers" 2.51721974604521 93.4351802257192 90.9440971678123 38.8791426092372
"171" "Isolation" 0.309416413332398 99.6645006036174 83.4663222311065 51.5671201091785
"172" "Strangers" 7.08656264547099 96.2922235414722 95.3569590812549 37.8133756658712
"173" "Friend" 4.03371355742676 98.6629727140337 39.289970882237 44.9481271426874
"174" "Friend" 3.0055878880761 99.8196363202147 37.6028011552989 39.5422261039263
"175" "Family" 2.55274046947299 98.0495644565675 3.46911621745676 39.0713455108559
"176" "Friend" 5.85222492677035 97.6472450622179 43.3679887559265 32.847910316203
"177" "Isolation" 2.20547394746006 96.0723011786435 63.4673048974946 59.7605335293303
"178" "Family" 0.431154157853729 98.4101007566013 30.7153635425493 49.5366348294219
"179" "Isolation" 2.92747913335881 98.3551853458034 50.6241037277505 43.9111800558313
"180" "Strangers" 3.23846857633725 98.563966649224 62.9628008930013 38.2865518698524
"181" "Strangers" 7.28532181741198 97.7302795557635 98.0312028434128 46.6102319920399
"182" "Strangers" 6.32736311305043 92.6449772427604 65.2209034655243 52.1981361470917
"183" "Family" 0.838373485944253 99.0671480235087 19.6821416961029 41.5834592803019
"184" "Strangers" 6.33763149666471 99.2925416406616 53.6328031215817 40.6928439638904
"185" "Friend" 3.5178101997 99.137510525012 41.1073220428079 28.6661582217401
"186" "Isolation" 2.44917291554243 96.1799860413623 80.0192995928228 53.2158287041858
"187" "Family" 0.709571413040126 98.38188153864 51.2762911384925 36.9544307668417
"188" "Isolation" 1.17436079852045 84.6481111401092 76.0417684679851 42.6838558844398
"189" "Strangers" 7.49877206018419 97.5508143278897 49.9850883381441 52.3784468889322
"190" "Friend" 1.09201036772497 95.9080112327566 26.5299492748454 39.5210637289728
"191" "Family" 0.850593604824149 98.6432274522626 38.8478173874319 47.6847095685627
"192" "Strangers" 7.16546556757071 99.3502839022966 80.9998851502314 30.6302461568419
"193" "Family" 4.90978906645569 96.2033947187696 34.54594258219 52.8582599667551
"194" "Isolation" 1.01915863257908 97.0028082630038 59.7467491636053 42.2853968643177
"195" "Strangers" 5.51131161117751 95.0807498490575 49.5293917832896 34.141819793754
"196" "Strangers" 1.06571342527904 97.2411213843836 72.062948718667 26.8134739056705
"197" "Friend" 1.73260208052172 99.4547153506602 43.7141490867361 26.4105917514921
"198" "Isolation" 2.39113653868657 96.8121825453065 59.6924827201292 38.6504450249793
"199" "Isolation" 1.71679043360274 96.3764952311275 75.4554277751595 42.983338137528
"200" "Family" 1.54244029340326 97.5566149061863 38.7836216483265 50.072699516286
"201" "Friend" 9.0230580103769 96.6209859199668 39.3051038030535 41.418908355009
"202" "Isolation" 0.646438136491675 99.0381213451297 93.8042066060007 40.9530643969838
"203" "Family" 0.713644399320184 96.4440842185359 16.1400215234607 29.9998023477924
"204" "Friend" 9.86386848058101 97.0058911591179 50.8901296881959 60.5582967965017
"205" "Friend" 4.41077880507135 98.0802527984108 2.56253422703594 60.6288547090782
"206" "Isolation" 1.69869165794251 93.7430170660623 49.8112313216552 57.4271925714622
"207" "Isolation" 0.384314608620296 91.3174429991846 99.1132659604773 49.7936387183377
"208" "Isolation" 0.551094364438936 99.0253263630273 48.2847318751737 45.1122544725004
"209" "Friend" 0.999876451012407 93.9818364753527 47.7407516213134 27.5028103572191
"210" "Friend" 3.06822968924402 97.7054270301905 20.5052465433255 54.8345801057906
"211" "Family" 0.139649517563168 99.3153982290369 51.8774010473862 30.6540685167611
"212" "Friend" 7.05465909700041 95.3822825910953 29.9530580174178 44.9245295829427
"213" "Friend" 3.32222509409571 97.0637405631972 22.576031088829 39.6874931749042
"214" "Family" 0.874376692329035 97.3083460907437 43.473376519978 41.8428940041988
"215" "Friend" 2.94297796865156 96.316178254332 32.6339801307768 39.0738481290352
"216" "Family" 4.38794624781174 99.300635405374 45.510095404461 41.1706450646402
"217" "Friend" 3.00380995282428 99.0966572140053 10.9957912005484 37.131030088028
"218" "Friend" 3.60064517953651 98.1747658409467 46.3951502693817 21.2960947110241
"219" "Family" 2.22423170449151 96.592807114726 5.67805322352797 58.2795122178608
"220" "Isolation" 1.48236625367934 99.0818182396069 75.1940567512065 47.9076954382292
"221" "Family" 0.801412783897944 97.2782225976715 3.31314059440047 55.4366142284217
"222" "Strangers" 3.61846150803899 89.7335979025688 94.9264648370445 35.0350140966713
"223" "Family" 0.975821945142115 98.4313157965003 28.9161454420537 52.5344149585962
"224" "Family" 1.43753498524421 96.693847086289 25.6918135564774 43.8442721250898
"225" "Isolation" 0.622712334027111 98.6201730910815 81.7447122652084 58.0242748301944
"226" "Family" 1.80059941694898 96.9340311321008 49.6512864716351 42.7390215999318
"227" "Friend" 0.720329082981311 95.4404179151637 8.359738253057 41.6855811449921
"228" "Friend" 0.380462871815001 97.8249673923581 33.7313750758767 36.0494429987213
"229" "Family" 0.671290272052403 94.5367755335439 28.8637375691906 35.9861194104124
"230" "Isolation" 0.91358542900886 99.3117151686432 58.5447149118409 35.7769684394474
"231" "Family" 4.03342854153178 97.7447741930486 66.0158035811037 52.8035562954392
"232" "Family" 1.1657367095049 97.6136348804323 26.3730625156313 52.3499815566098
"233" "Isolation" 0.962604666909629 98.6263652436519 54.318636097014 46.9942185702283
"234" "Friend" 7.83893558100587 97.2428744005339 22.470753127709 31.3337339695797
"235" "Family" 0.40747795264615 96.7597284769158 9.01173041202128 44.6736498120346
"236" "Family" 0.880412852824512 98.8912448468357 5.44125917367637 47.3745035652627
"237" "Isolation" 0.658831459412722 99.8447090304377 79.9969074549153 32.9833843485727
"238" "Strangers" 5.65232294425831 96.8634302118579 97.6088715717196 34.0015073956144
"239" "Friend" 4.60928354587099 98.0087244764964 36.3523194566369 37.8223932516308
"240" "Friend" 10.0874732278557 89.8717029310996 5.37137638311833 52.3899885056517
"241" "Friend" 4.55849267825079 94.5064181063061 18.8646919326857 53.1847739195833
"242" "Friend" 4.87401008363253 92.0712595440256 6.4679445233196 44.3473294830228
"243" "Friend" 11.8720128735299 97.6403465773111 44.4155386649072 44.9383347784323
"244" "Isolation" 0.827267143007197 96.2150316145681 99.2925589438528 38.28525979064
"245" "Family" 1.44882947007241 96.519886263739 8.66615893319249 35.4931903336278
"246" "Isolation" 0.782687578907246 93.3924908596053 70.8088946761563 43.6067275412959
"247" "Friend" 6.65198186094411 98.3008687033703 0.738574960269034 55.689102210053
"248" "Family" 5.59441051621616 97.3286545380353 17.4586773384362 43.2283740082513
"249" "Friend" 2.55049240038067 95.551622041899 31.6397921415046 37.0337382361834
"250" "Isolation" 0.698904340120541 95.6071142074515 78.43820261769 57.6419998157397
"251" "Strangers" 0.804606712352601 99.25854459657 80.9854246675968 33.0747667900849
"252" "Family" 1.68824932218008 97.5780446216578 40.9779977751896 44.7448800559694
"253" "Isolation" 1.28856307021399 99.4347377983889 73.4542174497619 50.8253229377167
"254" "Isolation" 1.76607156409938 97.747950649781 70.5571722239256 43.5966285778931
"255" "Friend" 6.4125650975771 93.9476154657405 0.738197076134384 54.2535986593386
"256" "Isolation" 0.524390388847366 95.3191756024717 61.3201906438917 44.1300137373193
"257" "Friend" 3.11071604198566 95.7093626481726 50.2926647663116 39.6139461179005
"258" "Friend" 7.27531406838561 98.3833198222924 6.12371331080794 31.0843351942892
"259" "Family" 2.46156716394186 98.9833710366705 35.0029795430601 49.4224506025956
"260" "Isolation" 1.79867288270384 99.1426744753842 57.9638012452051 78.2988155614079
"261" "Family" 3.15825019590292 96.0085390762234 4.61213288363069 44.0791308921417
"262" "Family" 1.61306735400889 97.4950967286227 30.9780958574265 58.37353031604
"263" "Isolation" 5.8354430939158 99.1618157432942 75.4881429951638 52.2588276709594
"264" "Isolation" 3.32705091228369 97.755237962368 87.1967235580087 49.8996021568324
"265" "Friend" 5.67547670010528 99.6766776723582 38.1979175144807 52.5861903105207
"266" "Isolation" 1.31978667007807 91.6288550286985 95.232461229898 58.0398023091147
"267" "Friend" 5.3965377569045 99.9028860170281 24.4799718726426 41.0862514711184
"268" "Family" 4.3794925195205 96.8148503467981 24.582273280248 41.0174833645394
"269" "Strangers" 2.59056655819321 99.6950455616953 95.0207704445347 43.7563435987091
"270" "Strangers" 2.78312302284961 97.9984661973258 56.4701450290158 29.1896157232209
"271" "Friend" 4.58409645508803 99.3638310310061 35.9096031636 29.3406987641846
"272" "Isolation" 2.48508291420133 99.8239625768903 67.0514087658376 44.289696909716
"273" "Strangers" 0.429369718585772 97.0812593599123 51.896906690672 45.0143206749622
"274" "Isolation" 1.46041222223265 97.3533847540745 77.8605049941689 43.8314606387922
"275" "Family" 2.13169482346854 92.4532687056373 17.1763238264248 49.0819023747151
"276" "Isolation" 4.89556148436835 94.0263590240314 67.825521202758 58.2485992877831
"277" "Family" 3.12721309266507 91.8889002941035 6.28108740784228 63.8611154921884
"278" "Friend" 1.53123784591112 98.5157755517597 59.8090423038229 39.1548739200832
"279" "Friend" 3.9744190756138 99.7045191169941 10.5499429861084 49.9895081159131
"280" "Isolation" 0.459415052064491 98.2237942510521 99.4396586436778 57.8433355037726
"281" "Family" 4.94856030586859 97.569871089066 5.46825444325805 44.8419283417379
"282" "Strangers" 6.57098992885072 97.8599277976786 85.6934634968638 33.8069526668694
"283" "Family" 0.490116509547885 97.7043913078561 54.3097064364702 52.0749765667977
"284" "Strangers" 0.862692543061515 99.9648547942522 89.4063575426117 41.327847537044
"285" "Isolation" 2.89347747156621 97.5823194112445 58.4602656308562 67.5621984691674
"286" "Family" 1.46842431509511 99.0210395594659 18.2787880767137 51.9443465307479
"287" "Strangers" 5.13395543874947 96.9124896457198 55.186434998177 46.1086238817058
"288" "Friend" 3.76408063321409 96.8082908871797 27.8218861669302 48.5596409312446
"289" "Family" 0.395716813213446 94.8037896144988 8.48020233679563 49.6856819167214
"290" "Strangers" 5.06073332968001 95.8446771692966 73.2530386885628 31.2663228928383
"291" "Strangers" 4.03067091663304 98.39612414045 76.4500450342894 25.4879242609234
"292" "Friend" 1.32015548132245 97.7941187271045 62.518565915525 46.2013659654705
"293" "Friend" 2.64736500991332 94.9393391044415 4.78548249229789 47.3711759229548
"294" "Isolation" 0.709876100407728 98.1442556429158 68.6729315202683 45.8065474039609
"295" "Friend" 8.84224661528427 88.2961057732256 7.64065822586417 19.7824648759063
"296" "Isolation" 0.179931847292598 96.5827673677592 95.5076161073521 32.9341164563561
"297" "Friend" 1.9641407285749 97.9390690217219 13.7379363179207 31.902255100034
"298" "Strangers" 2.24657310825335 98.1457207395387 80.5506108095869 44.6155150555083
"299" "Family" 1.90700856686624 98.0554829982129 18.4493749169633 33.5813489066196
"300" "Friend" 0.200128012326435 94.9797627387812 39.6667482331395 41.2660610319332
"301" "Strangers" 5.48649801693084 96.0984357698803 81.1721337260678 35.5410512595124
"302" "Strangers" 4.82481253734635 95.9237467764919 72.5346112623811 32.721627688275
"303" "Isolation" 5.79898964768048 97.7790430986258 67.405882710591 56.0488477172975
"304" "Family" 0.701330763657598 96.743835351321 9.15697643067688 50.4689862674644
"305" "Isolation" 3.89929074352025 92.6277985554688 64.8876123363152 51.8986015710069
"306" "Friend" 5.82209469348963 94.9336439200392 12.7260842826217 46.0824748831187
"307" "Isolation" 2.10237291119692 91.3703119078644 51.116611994803 48.5766097489776
"308" "Family" 0.354282280120027 97.5514458084021 2.59299227036536 33.159922789737
"309" "Family" 0.699233679541972 98.8999578419099 45.7640406908467 51.2021414410299
"310" "Isolation" 1.73134603383701 92.2380344825431 85.2469506207854 55.2521902457101
"311" "Strangers" 6.4249832797957 98.1173752308609 87.0334704872221 47.356027564593
"312" "Isolation" 1.35283819061811 96.6194519905341 63.1123006809503 42.0661510213537
"313" "Family" 0.47658308467033 98.0298243150226 35.2808702969924 44.6009793644275
"314" "Strangers" 10.4214377945553 97.4139528044634 97.6882180199027 53.439061682525
"315" "Isolation" 3.5569929178345 97.6676837080709 91.6179123800248 47.2428685673122
"316" "Isolation" 3.23505315151747 99.2238430510248 53.975741006434 65.0794119775095
"317" "Strangers" 0.66355641915602 96.2790252036686 66.7762295575812 55.9606037779504
"318" "Strangers" 0.829587816380407 99.9359978831156 71.028189570643 24.242532193365
"319" "Strangers" 9.15289170369469 98.7956752816703 97.649897239171 47.7946379661261
"320" "Family" 1.134501887158 95.7389658732281 23.0515235569328 52.8824489613201
"321" "Isolation" 4.98472115339018 98.3701506438056 76.4112046221271 48.0821904695892
"322" "Strangers" 3.77836098466921 98.3577722396846 68.0838644504547 26.9759894978074
"323" "Friend" 7.14251320175149 98.828523099017 41.5205486118793 43.9158622275622
"324" "Family" 0.311491294507318 98.2390294569224 11.6523439297453 50.8535963265806
"325" "Family" 1.12613365545802 97.1650187863198 24.3784245103598 45.1715945167073
"326" "Friend" 1.0570120135529 98.2816123225005 1.87911130487919 47.9955159526351
"327" "Friend" 6.62221421572905 93.3831574362303 14.0248646959662 31.3950271565432
"328" "Family" 4.13727130124323 96.7710529226682 21.0840995656326 50.3433194707503
"329" "Isolation" 1.3241223085775 98.6439282426788 64.2825732938945 47.9005753770985
"330" "Friend" 3.82451434093334 96.912237772361 27.9770117718726 35.7998047182795
"331" "Family" 5.66325724911198 97.3181433874538 36.0116209601983 59.7842110874546
"332" "Family" 0.281917652988915 99.0068587358143 26.3098852941766 45.1629769516787
"333" "Friend" 6.32804640283799 98.7523350908368 33.6140170227736 55.4298986193467
"334" "Isolation" 1.24942725337193 96.9145322517418 72.6746866945177 52.5246233364431
"335" "Friend" 2.09148768108946 95.0850647826591 1.92612451501191 46.6546690071039
"336" "Family" 0.496323921635031 93.415311116693 57.6902114087716 57.0489461813852
"337" "Strangers" 1.79584134559063 96.123178241586 91.7227992555127 44.0924348418395
"338" "Isolation" 1.7387917078506 98.2831075247286 85.8960802899674 41.4419891907749
"339" "Isolation" 0.214343761894989 97.5004887978008 66.6100134141743 42.2274056540404
"340" "Friend" 0.733814670860185 90.0737969599145 1.49503943976015 30.4431092724819
"341" "Family" 2.30772888547953 99.0188008804604 14.3779517151415 46.886757640265
